symbol,horizon,weighted_score,technical_score,fundamental_score,news_sentiment,data_quality,price_source,recommendation,reasons,news_headlines,trend,current_price,entry_zone,stop_loss,take_profit_1,take_profit_2,tp1_pct,tp2_pct,risk_reward,position_size,rebalance,rsi
BAHL,long_term,66.4,75,59,1,LIVE,yfinance(BAHL.KA),HOLD,ROE 18.2% (good) | P/E 7.2 (deep value) | Div yield 8.6% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",BEARISH,PKR 174.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
RMPL,long_term,66.4,70,64,0,LIVE,yfinance(RMPL.KA),HOLD,ROE 22.0% (excellent) | D/E 6 (low leverage) | P/E 13.5 (fair),,Bullish,"PKR 9,687.50","PKR 9,396.88 - 9,590.62","PKR 8,525.00 (-12.0%)","PKR 11,625.00 (+20.0%)","PKR 13,562.50 (+40.0%)",+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,68.2
PAEL,swing,66.3,75,46,0,LIVE,yfinance(PAEL.KA),WATCH,ROE 8.6% (weak) | D/E 18 (low leverage) | P/E 11.1 (value),,Bearish,PKR 40.42,PKR 40.02 - 40.82,PKR 37.92 (-6.2%),PKR 42.51 (+5.2%),PKR 43.90 (+8.6%),+5.2%,+8.6%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,53.4
NBP,very_long_term,66.2,90,59,1,LIVE,yfinance(NBP.KA),HOLD,ROE 17.9% (good) | P/E 5.0 (deep value) | Div yield 18.5% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 189.09,PKR 173.96 - 181.53,PKR 151.27 (-20.0%),PKR 245.82 (+30.0%),PKR 340.36 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,49.5
CHCC,long_term,66.2,50,77,0,LIVE,yfinance(CHCC.KA),HOLD,ROE 21.4% (excellent) | D/E 22 (low leverage) | P/E 7.3 (deep value),,BEARISH,PKR 275.24,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
GHGL,very_long_term,66.2,55,69,0,LIVE,yfinance(GHGL.KA),HOLD,ROE 15.9% (good) | D/E 5 (low leverage) | P/E 5.6 (deep value),,BEARISH,PKR 34.68,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
YOUW,long_term,66.0,60,70,0,LIVE,yfinance(YOUW.KA),HOLD,ROE 17.0% (good) | D/E 17 (low leverage) | P/E 1.0 (deep value),,Bullish,PKR 5.76,PKR 5.59 - 5.70,PKR 5.07 (-12.0%),PKR 6.91 (+20.0%),PKR 8.06 (+39.9%),+20.0%,+39.9%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,47.8
POWER,long_term,66.0,90,50,0,LIVE,yfinance(POWER.KA),HOLD,ROE 12.7% (fair) | D/E 35 (low leverage) | P/E 9.0 (value),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bullish,PKR 20.46,PKR 19.73 - 20.26,PKR 18.00 (-12.0%),PKR 24.55 (+20.0%),PKR 28.64 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,57.2
PAKT,long_term,66.0,45,80,0,LIVE,yfinance(PAKT.KA),HOLD,ROE 66.3% (excellent) | D/E 11 (low leverage) | P/E 10.4 (value),,BEARISH,"PKR 1,342.74",WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
APL,swing,65.8,65,71,-1,LIVE,yfinance(APL.KA),WATCH,ROE 26.2% (excellent) | D/E 16 (low leverage) | P/E 3.9 (deep value),Oil industry opposes windfall tax in upcoming budget | Pakistan's Oil Supply Chain Amid Regional Conflict: Observations and the Path Forward,Bullish,PKR 546.66,PKR 541.19 - 552.13,PKR 525.17 (-3.9%),PKR 564.57 (+3.3%),PKR 576.51 (+5.5%),+3.3%,+5.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,38.4
KOHC,very_long_term,65.6,60,67,0,LIVE,yfinance(KOHC.KA),HOLD,ROE 18.5% (good) | D/E 17 (low leverage) | P/E 8.2 (value),,BEARISH,PKR 86.86,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
LOTCHEM,long_term,65.4,90,49,0,LIVE,yfinance(LOTCHEM.KA),HOLD,ROE 9.5% (weak) | D/E 23 (low leverage) | P/E 22.4 (slightly rich),,Bullish,PKR 28.41,PKR 27.34 - 28.13,PKR 25.00 (-12.0%),PKR 34.09 (+20.0%),PKR 39.77 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,60.3
MEBL,very_long_term,65.4,90,58,1,LIVE,yfinance(MEBL.KA),HOLD,ROE 33.9% (excellent) | P/E 9.7 (value) | Div yield 5.8% (solid),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 485.77,PKR 446.91 - 466.34,PKR 388.62 (-20.0%),PKR 631.50 (+30.0%),PKR 874.39 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,52.6
FHAM,very_long_term,65.4,75,63,0,LIVE,yfinance(FHAM.KA),HOLD,ROE 14.3% (fair) | D/E 0 (low leverage) | P/E 4.2 (deep value),,BEARISH,PKR 31.73,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NPL,long_term,65.4,60,69,0,LIVE,yfinance(NPL.KA),HOLD,ROE 10.6% (fair) | D/E 0 (low leverage) | P/E 8.1 (value),,Bullish,PKR 69.29,PKR 67.21 - 68.60,PKR 60.98 (-12.0%),PKR 83.15 (+20.0%),PKR 97.01 (+40.0%),+20.0%,+40.0%,1 : 3.34,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,42.9
EFERT,long_term,65.2,60,72,-3,LIVE,yfinance(EFERT.KA),HOLD,ROE 55.9% (excellent) | D/E 93 (moderate) | P/E 11.9 (value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",BEARISH,PKR 202.41,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
UBL,very_long_term,65.2,90,59,0,LIVE,yfinance(UBL.KA),HOLD,ROE 36.8% (excellent) | P/E 7.2 (deep value) | Div yield 7.3% (solid),"PSX rebounds in April after brutal slide After enduring back-to-back double-digit monthly losses, the sharpest in years, Pakistan's equity market stag | SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 404.77,PKR 372.39 - 388.58,PKR 323.82 (-20.0%),PKR 526.20 (+30.0%),PKR 728.59 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,54.0
HCAR,long_term,65.2,85,52,0,LIVE,yfinance(HCAR.KA),HOLD,ROE 13.2% (fair) | D/E 9 (low leverage) | P/E 11.7 (value),,Bullish,PKR 265.21,PKR 226.63 - 262.56,PKR 233.38 (-12.0%),PKR 318.25 (+20.0%),PKR 371.29 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,74.4
RMPL,very_long_term,65.2,70,64,0,LIVE,yfinance(RMPL.KA),HOLD,ROE 22.0% (excellent) | D/E 6 (low leverage) | P/E 13.5 (fair),,Bullish,"PKR 9,687.50","PKR 8,912.50 - 9,300.00","PKR 7,750.00 (-20.0%)","PKR 12,593.75 (+30.0%)","PKR 17,437.50 (+80.0%)",+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,68.2
BWCL,long_term,65.0,50,75,0,LIVE,yfinance(BWCL.KA),HOLD,ROE 25.3% (excellent) | D/E 67 (moderate) | P/E 10.8 (value),,BEARISH,PKR 439.02,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
HMB,long_term,65.0,80,55,0,LIVE,yfinance(HMB.KA),HOLD,ROE 18.1% (good) | P/E 5.7 (deep value) | Div yield 10.3% (high income),,Bullish,PKR 117.00,PKR 113.49 - 115.83,PKR 102.96 (-12.0%),PKR 140.40 (+20.0%),PKR 163.80 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,56.3
LUCK,long_term,64.8,75,58,0,LIVE,yfinance(LUCK.KA),HOLD,ROE 22.8% (excellent) | D/E 33 (low leverage) | P/E 39.5 (expensive),,BEARISH,PKR 437.14,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PSX,swing,64.7,70,49,1,LIVE,yfinance(PSX.KA),WATCH,ROE 16.7% (good) | P/E 15.1 (fair) | Div yield 4.5% (moderate),"PSX extends gains in post-Eid session | PSX Closing Bell: Bears Have the Final Say The benchmark KSE-100 Index came under significant selling pressure on Monday, closing at 170,600.20, down  | Dadex Eternit to sell Karachi property to AKD for Rs800m Dadex Eternit Limited (PSX:DADX) has entered into an agreement with Mr. Aqeel Karim Dhedhi fo",Bearish,PKR 37.70,PKR 37.32 - 38.08,PKR 35.29 (-6.4%),PKR 39.71 (+5.3%),PKR 41.05 (+8.9%),+5.3%,+8.9%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,52.3
DGKC,very_long_term,64.6,75,62,0,LIVE,yfinance(DGKC.KA),HOLD,ROE 12.1% (fair) | D/E 18 (low leverage) | P/E 7.4 (deep value),,BEARISH,PKR 193.88,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
KOHC,long_term,64.2,60,67,0,LIVE,yfinance(KOHC.KA),HOLD,ROE 18.5% (good) | D/E 17 (low leverage) | P/E 8.2 (value),,BEARISH,PKR 86.86,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
FFL,swing,63.9,75,38,0,LIVE,yfinance(FFL.KA),WATCH,ROE 10.8% (fair) | D/E 3 (low leverage) | P/E 38.0 (expensive),,Bearish,PKR 18.23,PKR 18.05 - 18.41,PKR 17.20 (-5.7%),PKR 19.09 (+4.7%),PKR 19.66 (+7.8%),+4.7%,+7.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,59.2
ABL,long_term,63.8,85,48,1,LIVE,yfinance(ABL.KA),HOLD,ROE 14.7% (fair) | P/E 5.9 (deep value) | Div yield 8.9% (high income),"Meta plans AI pendant, 'wearables for work' in hardware boost: report | SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 180.11,PKR 174.71 - 178.31,PKR 158.50 (-12.0%),PKR 216.13 (+20.0%),PKR 252.15 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,53.1
AGP,swing,63.5,65,60,0,LIVE,yfinance(AGP.KA),WATCH,ROE 24.6% (excellent) | D/E 11 (low leverage) | P/E 21.3 (slightly rich),,Bearish,PKR 186.25,PKR 184.39 - 188.11,PKR 176.62 (-5.2%),PKR 194.28 (+4.3%),PKR 199.62 (+7.2%),+4.3%,+7.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,50.7
GHGL,long_term,63.4,55,69,0,LIVE,yfinance(GHGL.KA),HOLD,ROE 15.9% (good) | D/E 5 (low leverage) | P/E 5.6 (deep value),,BEARISH,PKR 34.68,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
HUMNL,swing,63.4,70,48,0,LIVE,yfinance(HUMNL.KA),WATCH,ROE 0.9% (weak) | D/E 1 (low leverage) | P/E 9.2 (value),,Bearish,PKR 11.00,PKR 10.89 - 11.11,PKR 10.39 (-5.5%),PKR 11.51 (+4.6%),PKR 11.85 (+7.7%),+4.6%,+7.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,55.6
BAHL,very_long_term,63.2,75,59,1,LIVE,yfinance(BAHL.KA),HOLD,ROE 18.2% (good) | P/E 7.2 (deep value) | Div yield 8.6% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",BEARISH,PKR 174.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ABOT,long_term,63.2,50,72,0,LIVE,yfinance(ABOT.KA),HOLD,ROE 28.6% (excellent) | D/E 5 (low leverage) | P/E 10.4 (value),,BEARISH,PKR 884.95,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NESTLE,very_long_term,63.2,60,64,0,LIVE,yfinance(NESTLE.KA),HOLD,ROE 70.8% (excellent) | D/E 28 (low leverage) | P/E 19.4 (slightly rich),,BEARISH,"PKR 7,645.71",WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
KTML,long_term,63.0,75,55,0,LIVE,yfinance(KTML.KA),HOLD,ROE 13.9% (fair) | D/E 20 (low leverage) | P/E 7.9 (deep value),"Idrees Textile shifts to value-added products Idrees Textile Mills Limited is charting a new course. The Company's Board of Directors, convening on Ju | Idrees Textile shifts to value-added products",BEARISH,PKR 47.20,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
YOUW,swing,63.0,60,70,0,LIVE,yfinance(YOUW.KA),WATCH,ROE 17.0% (good) | D/E 17 (low leverage) | P/E 1.0 (deep value),,Bullish,PKR 5.76,PKR 5.70 - 5.82,PKR 5.06 (-12.2%),PKR 6.34 (+10.1%),PKR 6.73 (+16.8%),+10.1%,+16.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,47.8
NPL,swing,62.7,60,69,0,LIVE,yfinance(NPL.KA),WATCH,ROE 10.6% (fair) | D/E 0 (low leverage) | P/E 8.1 (value),,Bullish,PKR 69.29,PKR 68.60 - 69.98,PKR 64.39 (-7.1%),PKR 73.37 (+5.9%),PKR 76.09 (+9.8%),+5.9%,+9.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,42.9
HALEON,long_term,62.6,50,71,0,LIVE,yfinance(HALEON.KA),HOLD,ROE 50.1% (excellent) | D/E 7 (low leverage) | P/E 13.6 (fair),,BEARISH,PKR 759.92,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PTC,swing,62.5,85,10,0,LIVE,yfinance(PTC.KA),WATCH,ROE -7.6% (weak) | D/E 216 (very high leverage) | P/E 282.9 (expensive),,Bullish,PKR 62.25,PKR 61.63 - 62.87,PKR 57.70 (-7.3%),PKR 66.05 (+6.1%),PKR 68.58 (+10.2%),+6.1%,+10.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,66.4
KAPCO,very_long_term,62.4,60,63,0,LIVE,yfinance(KAPCO.KA),HOLD,ROE 2.9% (weak) | D/E 1 (low leverage) | P/E 14.8 (fair),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",BEARISH,PKR 27.70,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NESTLE,long_term,62.4,60,64,0,LIVE,yfinance(NESTLE.KA),HOLD,ROE 70.8% (excellent) | D/E 28 (low leverage) | P/E 19.4 (slightly rich),,BEARISH,"PKR 7,645.71",WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PIOC,swing,62.3,65,56,0,LIVE,yfinance(PIOC.KA),WATCH,ROE 11.5% (fair) | D/E 50 (low leverage) | P/E 10.8 (value),,Bearish,PKR 262.28,PKR 259.66 - 264.90,PKR 242.75 (-7.4%),PKR 278.55 (+6.2%),PKR 289.40 (+10.3%),+6.2%,+10.3%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,53.2
MCB,long_term,62.2,75,52,1,LIVE,yfinance(MCB.KA),HOLD,ROE 18.7% (good) | P/E 9.1 (value) | Div yield 8.8% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 407.38,PKR 395.16 - 403.31,PKR 358.49 (-12.0%),PKR 488.86 (+20.0%),PKR 570.33 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,55.3
AKBL,long_term,62.2,85,47,0,LIVE,yfinance(AKBL.KA),HOLD,ROE 17.0% (good) | P/E 6.5 (deep value) | Div yield 5.0% (solid),,Bullish,PKR 99.77,PKR 95.00 - 98.77,PKR 87.80 (-12.0%),PKR 119.72 (+20.0%),PKR 139.68 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,65.5
KOHC,swing,62.1,60,67,0,LIVE,yfinance(KOHC.KA),WATCH,ROE 18.5% (good) | D/E 17 (low leverage) | P/E 8.2 (value),,Bearish,PKR 86.86,PKR 85.99 - 87.73,PKR 80.54 (-7.3%),PKR 92.12 (+6.1%),PKR 95.63 (+10.1%),+6.1%,+10.1%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,52.3
AGP,long_term,62.0,65,60,0,LIVE,yfinance(AGP.KA),HOLD,ROE 24.6% (excellent) | D/E 11 (low leverage) | P/E 21.3 (slightly rich),,BEARISH,PKR 186.25,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PPL,very_long_term,62.0,60,65,-3,LIVE,yfinance(PPL.KA),HOLD,ROE 10.9% (fair) | D/E 10 (low leverage) | P/E 7.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 228.11,PKR 209.86 - 218.99,PKR 182.49 (-20.0%),PKR 296.54 (+30.0%),PKR 410.60 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,48.8
FABL,very_long_term,62.0,90,55,0,LIVE,yfinance(FABL.KA),HOLD,ROE 20.6% (excellent) | P/E 6.3 (deep value) | Div yield 7.2% (solid),,Bullish,PKR 89.79,PKR 82.61 - 86.20,PKR 71.83 (-20.0%),PKR 116.73 (+30.0%),PKR 161.62 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,56.0
KAPCO,long_term,61.8,60,63,0,LIVE,yfinance(KAPCO.KA),HOLD,ROE 2.9% (weak) | D/E 1 (low leverage) | P/E 14.8 (fair),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",BEARISH,PKR 27.70,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
EFERT,swing,61.6,60,72,-3,LIVE,yfinance(EFERT.KA),WATCH,ROE 55.9% (excellent) | D/E 93 (moderate) | P/E 11.9 (value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bearish,PKR 202.41,PKR 200.39 - 204.43,PKR 194.65 (-3.8%),PKR 208.88 (+3.2%),PKR 213.19 (+5.3%),+3.2%,+5.3%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,52.3
LUCK,very_long_term,61.4,75,58,0,LIVE,yfinance(LUCK.KA),HOLD,ROE 22.8% (excellent) | D/E 33 (low leverage) | P/E 39.5 (expensive),,BEARISH,PKR 437.14,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NESTLE,swing,61.2,60,64,0,LIVE,yfinance(NESTLE.KA),WATCH,ROE 70.8% (excellent) | D/E 28 (low leverage) | P/E 19.4 (slightly rich),,Bearish,"PKR 7,645.71","PKR 7,569.25 - 7,722.17","PKR 7,389.61 (-3.3%)","PKR 7,859.13 (+2.8%)","PKR 8,001.41 (+4.7%)",+2.8%,+4.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,56.7
MLCF,long_term,61.2,75,52,0,LIVE,yfinance(MLCF.KA),HOLD,ROE 15.9% (good) | D/E 138 (high) | P/E 8.4 (value),,BEARISH,PKR 88.02,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
TRG,very_long_term,61.0,85,55,0,LIVE,yfinance(TRG.KA),HOLD,ROE -13.7% (weak) | D/E 21 (low leverage) | P/E 1.0 (deep value),"Supernet plans right issue of up to Rs914.8m The Board of Directors of Supernet Technologies Limited (PSX: STL) has approved, in principle, the compan | TRG confirms Chishti-linked share transfer TRG Pakistan Limited (TRGP) has formally confirmed that the massive block of shares recently acquired by JS | ITANZ secures strategic tech MoUs during PM's China visit iTANZ Technologies Limited (PSX:ITANZ)  signed Memorandums of Understanding (MoUs) with thre",Bullish,PKR 74.06,PKR 57.07 - 71.10,PKR 59.25 (-20.0%),PKR 96.28 (+30.0%),PKR 133.31 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,74.1
PKGS,long_term,61.0,100,35,0,LIVE,yfinance(PKGS.KA),HOLD,ROE -1.2% (weak) | D/E 92 (moderate) | P/E 26.2 (expensive),,Bullish,PKR 754.73,PKR 732.09 - 747.18,PKR 664.16 (-12.0%),PKR 905.68 (+20.0%),"PKR 1,056.62 (+40.0%)",+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,57.6
AGP,very_long_term,61.0,65,60,0,LIVE,yfinance(AGP.KA),HOLD,ROE 24.6% (excellent) | D/E 11 (low leverage) | P/E 21.3 (slightly rich),,BEARISH,PKR 186.25,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PPL,long_term,61.0,60,65,-3,LIVE,yfinance(PPL.KA),HOLD,ROE 10.9% (fair) | D/E 10 (low leverage) | P/E 7.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 228.11,PKR 221.27 - 225.83,PKR 200.74 (-12.0%),PKR 273.73 (+20.0%),PKR 319.35 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,48.8
KAPCO,swing,60.9,60,63,0,LIVE,yfinance(KAPCO.KA),WATCH,ROE 2.9% (weak) | D/E 1 (low leverage) | P/E 14.8 (fair),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bearish,PKR 27.70,PKR 27.42 - 27.98,PKR 26.87 (-3.0%),PKR 28.39 (+2.5%),PKR 28.85 (+4.2%),+2.5%,+4.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,57.4
LCI,long_term,60.4,40,74,0,LIVE,yfinance(LCI.KA),HOLD,ROE 17.3% (good) | D/E 30 (low leverage) | P/E 1.0 (deep value),,BEARISH,PKR 225.62,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
HMB,very_long_term,60.0,80,55,0,LIVE,yfinance(HMB.KA),HOLD,ROE 18.1% (good) | P/E 5.7 (deep value) | Div yield 10.3% (high income),,Bullish,PKR 117.00,PKR 107.64 - 112.32,PKR 93.60 (-20.0%),PKR 152.10 (+30.0%),PKR 210.60 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,56.3
PIOC,long_term,59.6,65,56,0,LIVE,yfinance(PIOC.KA),HOLD,ROE 11.5% (fair) | D/E 50 (low leverage) | P/E 10.8 (value),,BEARISH,PKR 262.28,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SSOM,very_long_term,59.6,30,67,0,LIVE,yfinance(SSOM.KA),HOLD,ROE 29.6% (excellent) | D/E 8 (low leverage) | P/E 4.9 (deep value),,BEARISH,PKR 413.47,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
